zona,data,faixa_horaria,tipo_ocorrencia,clima,evento_especial,denuncias_app_ultimas_24h,anomalias_cameras_ultimas_24h,risco_ocorrencia,viaturas_recomendadas,dia_da_semana,final_de_semana,mes,semana_do_mes,feriado,media_3dias,media_7dias,media_7dias_anterior,crescimento_percentual,diaria_avg,mensal_avg,media_movel_7dias,media_risco_por_zona_ocorrencia,media_risco_por_zona,media_risco_por_ocorrencia
Arniqueira,2025-06-27,18-23h,Furto,Céu limpo,Sim,25,11,94,3,4,0,6,4,0,71.0,55.857142857142854,48.57142857142857,14.999999691176477,94.0,94.0,55.857142857142854,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-06-28,06-12h,Furto,Céu limpo,Sim,28,5,28,1,5,1,6,4,0,49.333333333333336,50.0,55.857142857142854,-10.485933316108605,53.0,53.0,50.0,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-06-28,06-12h,Furto,Céu limpo,Sim,19,4,78,2,5,1,6,4,0,66.66666666666667,52.142857142857146,50.0,4.285714200000008,53.0,53.0,52.142857142857146,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-06-29,00-06h,Furto,Nublado,Sim,15,4,92,2,6,1,6,5,0,66.0,65.0,52.142857142857146,24.657533773691124,92.5,92.5,65.0,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-06-29,00-06h,Furto,Céu limpo,Sim,4,13,93,2,6,1,6,5,0,87.66666666666667,72.0,65.0,10.7692306035503,92.5,92.5,72.0,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-06-30,00-06h,Furto,Nublado,Não,27,6,88,2,0,0,6,5,0,91.0,71.28571428571429,72.0,-0.9920634782848242,84.5,84.5,71.28571428571429,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-06-30,06-12h,Furto,Céu limpo,Sim,1,14,81,2,0,0,6,5,0,87.33333333333333,79.14285714285714,71.28571428571429,11.022043933558487,84.5,84.5,79.14285714285714,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-01,06-12h,Furto,Céu limpo,Não,5,1,73,2,1,0,7,1,0,80.66666666666667,76.14285714285714,79.14285714285714,-3.790613670515712,73.0,73.0,76.14285714285714,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-02,06-12h,Furto,Nublado,Não,28,14,1,0,2,0,7,1,0,51.666666666666664,72.28571428571429,76.14285714285714,-5.065665974747338,8.5,8.5,72.28571428571429,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-02,12-18h,Furto,Nublado,Sim,11,6,16,0,2,0,7,1,0,30.0,63.42857142857143,72.28571428571429,-12.252964257370065,8.5,8.5,63.42857142857143,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-03,06-12h,Furto,Nublado,Não,10,2,87,2,3,0,7,1,0,34.666666666666664,62.714285714285715,63.42857142857143,-1.1261261083718874,47.25,47.25,62.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-03,18-23h,Furto,Nublado,Não,19,8,85,2,3,0,7,1,0,62.666666666666664,61.57142857142857,62.714285714285715,-1.8223234333570342,47.25,47.25,61.57142857142857,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-03,18-23h,Furto,Chuva,Não,9,5,13,0,3,0,7,1,0,61.666666666666664,50.857142857142854,61.57142857142857,-17.401391828747702,47.25,47.25,50.857142857142854,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-03,00-06h,Furto,Chuva,Não,21,12,4,0,3,0,7,1,0,34.0,39.857142857142854,50.857142857142854,-21.629213057852553,47.25,47.25,39.857142857142854,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-04,12-18h,Furto,Céu limpo,Não,10,1,33,1,4,0,7,1,0,16.666666666666668,34.142857142857146,39.857142857142854,-14.3369172030164,33.0,33.0,34.142857142857146,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-05,18-23h,Furto,Nublado,Sim,14,8,24,0,5,1,7,1,0,20.333333333333332,37.42857142857143,34.142857142857146,9.623430680485292,15.5,15.5,37.42857142857143,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-05,06-12h,Furto,Chuva,Não,11,4,7,0,5,1,7,1,0,21.333333333333332,36.142857142857146,37.42857142857143,-3.435114412038925,15.5,15.5,36.142857142857146,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-06,00-06h,Furto,Céu limpo,Não,23,15,81,2,6,1,7,1,0,37.333333333333336,35.285714285714285,36.142857142857146,-2.3715414363605247,62.5,62.5,35.285714285714285,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-06,12-18h,Furto,Nublado,Sim,24,9,44,1,6,1,7,1,0,44.0,29.428571428571427,35.285714285714285,-16.59918981297843,62.5,62.5,29.428571428571427,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-07,06-12h,Furto,Nublado,Sim,4,2,1,0,0,0,7,1,0,42.0,27.714285714285715,29.428571428571427,-5.825242520501459,1.0,1.0,27.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-08,12-18h,Furto,Chuva,Sim,15,10,72,2,1,0,7,2,0,39.0,37.42857142857143,27.714285714285715,35.05154512700611,48.333333333333336,48.333333333333336,37.42857142857143,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-08,00-06h,Furto,Céu limpo,Não,25,14,52,1,1,0,7,2,0,41.666666666666664,40.142857142857146,37.42857142857143,7.251908203193295,48.333333333333336,48.333333333333336,40.142857142857146,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-08,12-18h,Furto,Chuva,Não,17,3,21,0,1,0,7,2,0,48.333333333333336,39.714285714285715,40.142857142857146,-1.0676156317675871,48.333333333333336,48.333333333333336,39.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-09,18-23h,Furto,Nublado,Não,9,0,75,2,2,0,7,2,0,49.333333333333336,49.42857142857143,39.714285714285715,24.460431038766128,46.333333333333336,46.333333333333336,49.42857142857143,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-09,00-06h,Furto,Céu limpo,Sim,12,15,19,0,2,0,7,2,0,38.333333333333336,40.57142857142857,49.42857142857143,-17.919074781984044,46.333333333333336,46.333333333333336,40.57142857142857,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-09,00-06h,Furto,Nublado,Sim,8,14,45,1,2,0,7,2,0,46.333333333333336,40.714285714285715,40.57142857142857,0.35211266737751223,46.333333333333336,46.333333333333336,40.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-10,18-23h,Furto,Nublado,Não,17,7,42,1,3,0,7,2,0,35.333333333333336,46.57142857142857,40.714285714285715,14.385964558941215,38.5,38.5,46.57142857142857,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-10,18-23h,Furto,Nublado,Não,3,2,35,1,3,0,7,2,0,40.666666666666664,41.285714285714285,46.57142857142857,-11.349693007828677,38.5,38.5,41.285714285714285,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-11,18-23h,Furto,Chuva,Sim,29,6,66,2,4,0,7,2,0,47.666666666666664,43.285714285714285,41.285714285714285,4.84429054010369,37.0,37.0,43.285714285714285,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-11,18-23h,Furto,Nublado,Não,26,8,8,0,4,0,7,2,0,36.333333333333336,41.42857142857143,43.285714285714285,-4.2904289437854635,37.0,37.0,41.42857142857143,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-13,06-12h,Furto,Nublado,Não,27,12,49,1,6,1,7,2,0,41.0,37.714285714285715,41.42857142857143,-8.96551702497028,63.333333333333336,63.333333333333336,37.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-13,18-23h,Furto,Céu limpo,Não,28,9,68,2,6,1,7,2,0,41.666666666666664,44.714285714285715,37.714285714285715,18.560605568468795,63.333333333333336,63.333333333333336,44.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-13,00-06h,Furto,Chuva,Não,5,12,73,2,6,1,7,2,0,63.333333333333336,48.714285714285715,44.714285714285715,8.945686700895186,63.333333333333336,63.333333333333336,48.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-15,18-23h,Furto,Chuva,Sim,10,2,57,1,1,0,7,3,0,66.0,50.857142857142854,48.714285714285715,4.398826889173633,52.0,52.0,50.857142857142854,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-15,00-06h,Furto,Chuva,Sim,23,15,25,1,1,0,7,3,0,51.666666666666664,49.42857142857143,50.857142857142854,-2.8089887088120102,52.0,52.0,49.42857142857143,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-15,12-18h,Furto,Nublado,Sim,3,14,81,2,1,0,7,3,0,54.333333333333336,51.57142857142857,49.42857142857143,4.335260027899356,52.0,52.0,51.57142857142857,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-15,00-06h,Furto,Nublado,Não,22,10,45,1,1,0,7,3,0,50.333333333333336,56.857142857142854,51.57142857142857,10.249307280484345,52.0,52.0,56.857142857142854,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-16,06-12h,Furto,Chuva,Sim,26,4,64,2,2,0,7,3,0,63.333333333333336,59.0,56.857142857142854,3.76884415481933,64.0,64.0,59.0,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-17,12-18h,Furto,Nublado,Não,27,1,53,1,3,0,7,3,0,54.0,56.857142857142854,59.0,-3.6319611975212442,63.0,63.0,56.857142857142854,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-17,00-06h,Furto,Nublado,Não,29,8,73,2,3,0,7,3,0,63.333333333333336,56.857142857142854,56.857142857142854,0.0,63.0,63.0,56.857142857142854,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-18,12-18h,Furto,Chuva,Não,26,12,22,1,4,0,7,3,0,49.333333333333336,51.857142857142854,56.857142857142854,-8.793969694578422,50.5,50.5,51.857142857142854,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-18,00-06h,Furto,Nublado,Sim,4,3,79,2,4,0,7,3,0,58.0,59.57142857142857,51.857142857142854,14.876032770985598,50.5,50.5,59.57142857142857,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-19,00-06h,Furto,Nublado,Sim,18,13,57,2,5,1,7,3,0,52.666666666666664,56.142857142857146,59.57142857142857,-5.755395586839874,32.0,32.0,56.142857142857146,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-19,18-23h,Furto,Céu limpo,Sim,8,2,7,0,5,1,7,3,0,47.666666666666664,50.714285714285715,56.142857142857146,-9.669211023703623,32.0,32.0,50.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-20,00-06h,Furto,Chuva,Não,8,12,64,2,6,1,7,3,0,42.666666666666664,50.714285714285715,50.714285714285715,0.0,64.0,64.0,50.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-21,00-06h,Furto,Chuva,Sim,7,11,16,0,0,0,7,3,0,29.0,45.42857142857143,50.714285714285715,-10.42253500575283,22.2,22.2,45.42857142857143,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-21,12-18h,Furto,Chuva,Sim,9,15,60,2,0,0,7,3,0,46.666666666666664,43.57142857142857,45.42857142857143,-4.08805022447689,22.2,22.2,43.57142857142857,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-21,00-06h,Furto,Nublado,Sim,24,5,9,0,0,0,7,3,0,28.333333333333332,41.714285714285715,43.57142857142857,-4.262294984144043,22.2,22.2,41.714285714285715,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-21,00-06h,Furto,Nublado,Não,12,7,10,0,0,0,7,3,0,26.333333333333332,31.857142857142858,41.714285714285715,-23.630136419825497,22.2,22.2,31.857142857142858,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-07-21,12-18h,Furto,Céu limpo,Sim,20,7,16,0,0,0,7,3,0,11.666666666666666,26.0,31.857142857142858,-18.38564964708723,22.2,22.2,26.0,48.03125,49.51291512915129,49.102742371572035
Arniqueira,2025-06-22,06-12h,Roubo,Céu limpo,Sim,28,5,7,0,6,1,6,4,0,9.5,9.5,12.0,-20.83333159722237,42.0,42.0,9.5,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-22,06-12h,Roubo,Nublado,Não,14,4,77,2,6,1,6,4,0,32.0,32.0,9.5,236.84208033241262,42.0,42.0,32.0,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-24,00-06h,Roubo,Chuva,Não,3,15,69,2,1,0,6,4,0,51.0,41.25,32.0,28.90624909667972,33.0,33.0,41.25,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-24,12-18h,Roubo,Nublado,Sim,23,3,10,0,1,0,6,4,0,52.0,35.0,41.25,-15.151514784205702,33.0,33.0,35.0,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-24,12-18h,Roubo,Céu limpo,Não,28,3,20,0,1,0,6,4,0,33.0,32.5,35.0,-7.142856938775516,33.0,33.0,32.5,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-25,18-23h,Roubo,Nublado,Sim,12,10,14,0,2,0,6,4,0,14.666666666666666,29.857142857142858,32.5,-8.131867881656811,54.0,54.0,29.857142857142858,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-25,06-12h,Roubo,Nublado,Sim,3,0,94,2,2,0,6,4,0,42.666666666666664,41.57142857142857,29.857142857142858,39.23444844669311,54.0,54.0,41.57142857142857,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-26,00-06h,Roubo,Chuva,Sim,24,14,100,3,3,0,6,4,0,69.33333333333333,54.857142857142854,41.57142857142857,31.958762117830464,94.5,94.5,54.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-26,18-23h,Roubo,Céu limpo,Sim,4,0,89,2,3,0,6,4,0,94.33333333333333,56.57142857142857,54.857142857142854,3.1249999430338575,94.5,94.5,56.57142857142857,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-27,18-23h,Roubo,Chuva,Sim,21,14,14,0,4,0,6,4,0,67.66666666666667,48.714285714285715,56.57142857142857,-13.888888643378227,47.5,47.5,48.714285714285715,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-27,06-12h,Roubo,Nublado,Não,25,4,81,2,4,0,6,4,0,61.333333333333336,58.857142857142854,48.714285714285715,20.821113942088562,47.5,47.5,58.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-28,00-06h,Roubo,Chuva,Não,25,0,72,2,5,1,6,4,0,55.666666666666664,66.28571428571429,58.857142857142854,12.621359008860422,52.0,52.0,66.28571428571429,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-28,06-12h,Roubo,Chuva,Não,5,7,32,1,5,1,6,4,0,61.666666666666664,68.85714285714286,66.28571428571429,3.8793102863035056,52.0,52.0,68.85714285714286,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-29,18-23h,Roubo,Nublado,Sim,7,2,96,2,6,1,6,5,0,66.66666666666667,69.14285714285714,68.85714285714286,0.4149377533100208,69.0,69.0,69.14285714285714,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-29,12-18h,Roubo,Chuva,Não,30,0,42,1,6,1,6,5,0,56.666666666666664,60.857142857142854,69.14285714285714,-11.983470901065504,69.0,69.0,60.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-30,18-23h,Roubo,Chuva,Não,16,1,49,1,0,0,6,5,0,62.333333333333336,55.142857142857146,60.857142857142854,-9.389671207211967,23.666666666666668,23.666666666666668,55.142857142857146,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-30,06-12h,Roubo,Chuva,Sim,3,11,15,0,0,0,6,5,0,35.333333333333336,55.285714285714285,55.142857142857146,0.2590673528148334,23.666666666666668,23.666666666666668,55.285714285714285,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-06-30,06-12h,Roubo,Chuva,Sim,13,9,7,0,0,0,6,5,0,23.666666666666668,44.714285714285715,55.285714285714285,-19.12144668255781,23.666666666666668,23.666666666666668,44.714285714285715,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-01,12-18h,Roubo,Céu limpo,Sim,29,3,53,1,1,0,7,1,0,25.0,42.0,44.714285714285715,-6.070287404178878,73.0,73.0,42.0,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-01,18-23h,Roubo,Chuva,Sim,28,14,93,3,1,0,7,1,0,51.0,50.714285714285715,42.0,20.74829882572078,73.0,73.0,50.714285714285715,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-02,00-06h,Roubo,Céu limpo,Sim,30,9,84,2,2,0,7,1,0,76.66666666666667,49.0,50.714285714285715,-3.3802816234874062,58.0,58.0,49.0,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-02,00-06h,Roubo,Céu limpo,Sim,29,5,16,0,2,0,7,1,0,64.33333333333333,45.285714285714285,49.0,-7.580174772416261,58.0,58.0,45.285714285714285,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-02,06-12h,Roubo,Nublado,Sim,15,2,74,2,2,0,7,1,0,58.0,48.857142857142854,45.285714285714285,7.88643515708187,58.0,58.0,48.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-03,12-18h,Roubo,Céu limpo,Sim,4,5,4,0,3,0,7,1,0,31.333333333333332,47.285714285714285,48.857142857142854,-3.2163742031736233,4.0,4.0,47.285714285714285,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-04,00-06h,Roubo,Chuva,Não,13,8,6,0,4,0,7,1,0,28.0,47.142857142857146,47.285714285714285,-0.3021147972362344,19.333333333333332,19.333333333333332,47.142857142857146,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-04,18-23h,Roubo,Nublado,Não,19,1,19,0,4,0,7,1,0,9.666666666666666,42.285714285714285,47.142857142857146,-10.303030084481188,19.333333333333332,19.333333333333332,42.285714285714285,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-04,12-18h,Roubo,Céu limpo,Sim,27,4,33,1,4,0,7,1,0,19.333333333333332,33.714285714285715,42.285714285714285,-20.27026979090578,19.333333333333332,19.333333333333332,33.714285714285715,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-05,18-23h,Roubo,Céu limpo,Não,22,0,65,2,5,1,7,1,0,39.0,31.0,33.714285714285715,-8.050847218830807,33.5,33.5,31.0,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-05,18-23h,Roubo,Nublado,Não,8,6,2,0,5,1,7,1,0,33.333333333333336,29.0,31.0,-6.451612695109267,33.5,33.5,29.0,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-06,18-23h,Roubo,Nublado,Não,22,6,87,2,6,1,7,1,0,51.333333333333336,30.857142857142858,29.0,6.403940665873968,87.66666666666667,87.66666666666667,30.857142857142858,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-06,18-23h,Roubo,Chuva,Sim,21,2,87,2,6,1,7,1,0,58.666666666666664,42.714285714285715,30.857142857142858,38.42592468064133,87.66666666666667,87.66666666666667,42.714285714285715,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-06,00-06h,Roubo,Céu limpo,Sim,7,12,89,2,6,1,7,1,0,87.66666666666667,54.57142857142857,42.714285714285715,27.759196674533854,87.66666666666667,87.66666666666667,54.57142857142857,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-07,18-23h,Roubo,Chuva,Sim,16,8,63,2,0,0,7,1,0,79.66666666666667,60.857142857142854,54.57142857142857,11.51832439626107,26.0,26.0,60.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-07,06-12h,Roubo,Nublado,Sim,29,1,13,0,0,0,7,1,0,55.0,58.0,60.857142857142854,-4.694835603605983,26.0,26.0,58.0,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-07,06-12h,Roubo,Céu limpo,Não,30,12,19,0,0,0,7,1,0,31.666666666666668,51.42857142857143,58.0,-11.330049065738066,26.0,26.0,51.42857142857143,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-07,18-23h,Roubo,Céu limpo,Sim,5,2,9,0,0,0,7,1,0,13.666666666666666,52.42857142857143,51.42857142857143,1.944444406635803,26.0,26.0,52.42857142857143,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-09,06-12h,Roubo,Nublado,Não,22,8,95,3,2,0,7,2,0,41.0,53.57142857142857,52.42857142857143,2.17983647068431,48.25,48.25,53.57142857142857,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-09,18-23h,Roubo,Céu limpo,Não,25,9,41,1,2,0,7,2,0,48.333333333333336,47.0,53.57142857142857,-12.26666643768889,48.25,48.25,47.0,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-09,00-06h,Roubo,Nublado,Sim,3,3,35,1,2,0,7,2,0,57.0,39.285714285714285,47.0,-16.41337351096166,48.25,48.25,39.285714285714285,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-09,06-12h,Roubo,Nublado,Não,3,12,22,0,2,0,7,2,0,32.666666666666664,33.42857142857143,39.285714285714285,-14.90909052958678,48.25,48.25,33.42857142857143,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-10,18-23h,Roubo,Céu limpo,Não,15,5,30,1,3,0,7,2,0,29.0,35.857142857142854,33.42857142857143,7.264957047629475,30.0,30.0,35.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-11,00-06h,Roubo,Céu limpo,Sim,6,8,73,2,4,0,7,2,0,41.666666666666664,43.57142857142857,35.857142857142854,21.513943623117115,73.0,73.0,43.57142857142857,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-12,12-18h,Roubo,Chuva,Não,5,13,70,2,5,1,7,2,0,57.666666666666664,52.285714285714285,43.57142857142857,19.99999954098362,67.0,67.0,52.285714285714285,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-12,00-06h,Roubo,Chuva,Sim,2,11,73,2,5,1,7,2,0,72.0,49.142857142857146,52.285714285714285,-6.010928846785506,67.0,67.0,49.142857142857146,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-12,00-06h,Roubo,Nublado,Não,1,1,53,1,5,1,7,2,0,65.33333333333333,50.857142857142854,49.142857142857146,3.488372022038929,67.0,67.0,50.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-12,12-18h,Roubo,Chuva,Não,11,5,91,2,5,1,7,2,0,72.33333333333333,58.857142857142854,50.857142857142854,15.73033676934731,67.0,67.0,58.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-12,18-23h,Roubo,Céu limpo,Sim,14,6,48,1,5,1,7,2,0,64.0,62.57142857142857,58.857142857142854,6.3106795044302055,67.0,67.0,62.57142857142857,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-13,18-23h,Roubo,Chuva,Não,21,2,4,0,6,1,7,2,0,47.666666666666664,58.857142857142854,62.57142857142857,-5.936072964491987,6.333333333333333,6.333333333333333,58.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-13,18-23h,Roubo,Céu limpo,Não,17,3,3,0,6,1,7,2,0,18.333333333333332,48.857142857142854,58.857142857142854,-16.99029097346593,6.333333333333333,6.333333333333333,48.857142857142854,48.01470588235294,49.51291512915129,50.94032324906755
Arniqueira,2025-07-13,12-18h,Roubo,Chuva,Sim,6,13,12,0,6,1,7,2,0,6.333333333333333,40.57142857142857,48.857142857142854,-16.959063980370033,6.333333333333333,6.333333333333333,40.57142857142857,48.01470588235294,49.51291512915129,50.94032324906755
